FIPS,Admin2,Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,Combined_Key
,,,Austria,2020-03-27 23:23:03,47.5162,14.5501,7657,58,225,7374,Austria
