FIPS,Admin2,Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,Combined_Key
,,,"Korea, South",2020-03-27 23:23:03,35.90775700000001,127.766922,9332,139,4528,4665,"Korea, South"
